authors,paperId,title,venue,year,no_citations,abstract
"Ashirbani Saha, Pantea Fadaiefard, J. Rabski, Alireza Sadeghian, M. Cusimano",8ef9e16ee98b76393522c5e8e83ef35c316f48d2,Machine learning applications using diffusion tensor imaging of human brain: A PubMed literature review,ArXiv,2020,2,"We performed a PubMed search to find 148 papers published between January 2010 and December 2019 related to human brain, Diffusion Tensor Imaging (DTI), and Machine Learning (ML). The studies focused on healthy cohorts (n = 15), mental health disorders (n = 25), tumor (n = 19), trauma (n = 5), dementia (n = 24), developmental disorders (n = 5), movement disorders (n = 9), other neurological disorders (n = 27), miscellaneous non-neurological disorders, or without stating the disease of focus (n = 7), and multiple combinations of the aforementioned categories (n = 12). Classification of patients using information from DTI stands out to be the most commonly (n = 114) performed ML application. A significant number (n = 93) of studies used support vector machines (SVM) as the preferred choice of ML model for classification. A significant portion (31/44) of publications in the recent years (2018-2019) continued to use SVM, support vector regression, and random forest which are a part of traditional ML. Though many types of applications across various health conditions (including healthy) were conducted, majority of the studies were based on small cohorts (less than 100) and did not conduct independent/external validation on test sets."
"Jardel Vieira, E. Abreu, J. Florindo",178780707ab15cc7b7d1d693d1f72507b392a434,Texture image classification based on a pseudo-parabolic diffusion model,Multimedia tools and applications,2020,2,
James M. Murphy,2c0ebc9ae3c3749d5dbf08b01c61290c74c7534b,Patch-Based Diffusion Learning for Hyperspectral Image Clustering,IEEE International Geoscience and Remote Sensing Symposium,2020,1,"An algorithm for clustering hyperspectral images (HSI) based on diffusion geometry in the space of high-dimensional image patches is proposed. By using the patch structure of the HSI, robustness to noise is achieved in the clustering process. Results on real hyperspectral data indicate the effectiveness of working in the space of HSI patches, compared to working in the space of HSI pixels."
"L. Brusch, Y. Kalaidzidis, Kirstin Meyer, I. Sbalzarini, Marino Zerial Zih at Technische Universitat Dresden, Max Planck Institute of Molecular Cell Biology, Genetics Dresden, Ucsf Cardiovascular Research Institute, Chair of Scientific Computing for Systems Biology at Fac Dresden, Center for Systems Biology Dresden, Cluster of Excellence Physics of Life Dresden",691d14bcab2ed8bf41d933b1c8b5d9ff3ba5e539,Letter to the Editor and Comments on: Intravital dynamic and correlative imaging reveals diffusion-dominated canalicular and flow-augmented ductular bile flux,,2020,1,"1 Center for Information Services and High Performance Computing, Technische Universität Dresden, 01062 Dresden, Saxony, Germany 2) Max Planck Institute of Molecular Cell Biology and Genetics, 01307 Dresden, Saxony, Germany 3) UCSF, Cardiovascular Research Institute, Department of Biochemistry and Biophysics, California, USA 4) Chair of Scientific Computing for Systems Biology, Faculty of Computer Science, Technische Universität Dresden, 01187 Dresden, Saxony, Germany 5) Center for Systems Biology Dresden, 01307 Dresden, Saxony, Germany 6) Cluster of Excellence Physics of Life, Technische Universität Dresden, 01187 Dresden, Saxony, Germany"
"Wei-Tang Chang, Khoi Minh Huynh, P. Yap, Weili Lin",e0cc49dd086826b3d119be0db88598e7cae77056,Navigator-Free Submillimeter Diffusion Imaging Using Multishot-Encoded Simultaneous Multi-Slice (MUSIUM),,2020,1,"
 The ability to achieve submillimter isotropic resolution diffusion MR imaging (dMRI) is critically important to study fine-scale brain structures. One of the major challenges in submillimeter dMRI is the inherently low signal-to-noise ratio (SNR). While approaches capable of mitigating the low SNR have been proposed, namely simultaneous multi-slab (SMSlab) and generalized slice dithered enhanced resolution with simultaneous multislice (gSlider-SMS), limitations are associated with these approaches. The SMSlab sequences suffer from the slab boundary artifacts and require additional navigators for phase estimation. On the other hand, gSlider sequences require relatively high RF power and peak amplitude, which increase the SAR and complicate the RF excitation. In this work, we developed a navigator-free multishot-encoded simultaneous multi-slice (MUSIUM) imaging approach, achieving enhanced SNR, low RF power and peak amplitude, and being free from slab boundary artifacts. The dMRI with ultrahigh resolution (0.86 mm isotropic), whole brain coverage and ~12.5 minute acquisition time were achieved, revealing detailed structures at cortical and white matter areas. The simulated and in vivo results also demonstrated that the MUSIUM imaging was minimally affected by the motion. Taken together, the MUSIUM imaging is a promising approach to achieve submillimeter diffusion imaging on 3T scanner within clinically feasible scan time."
"Xin Jin, Xiqiao Li, Heng Huang, Xiaodong Li, Xinghui Zhou",e22109121ffaca47628f70a3e305b57f8fbf16df,A Deep Drift-Diffusion Model for Image Aesthetic Score Distribution Prediction,2022 IEEE International Conference on Multimedia and Expo Workshops (ICMEW),2020,1,"The task of aesthetic quality assessment is complicated due to its subjectivity. In recent years, the target representation of image aesthetic quality has changed from a one-dimensional binary classification label or numerical score to a multi-dimensional score distribution. According to current methods, the ground truth score distributions are straightforwardly regressed. However, the subjectivity of aesthetics is not taken into account, that is to say, the psychological processes of human beings are not taken into consideration, which limits the performance of the task. In this paper, we propose a Deep Drift-Diffusion (DDD) model inspired by psychologists to predict aesthetic score distribution from images. The DDD model can describe the psychological process of aesthetic perception instead of traditional modelling of the results of assessment. We use deep convolution neural networks to regress the parameters of the drift-diffusion model. The experimental results in large scale aesthetic image datasets reveal that our novel DDD model is simple but efficient, which outperforms the state-of-the-art methods in aesthetic score distribution prediction. Besides, different psychological processes can also be predicted by our model. Our work applies drift-diffusion psychological model into score distribution prediction of visual aesthetics, and has the potential of inspiring more attentions to model the psychology process of aesthetic perception."
"Ruining Deng, Quan Liu, S. Bao, Aadarsh Jha, Catie Chang, Bryan A. Millis, M. Tyska, Yuankai Huo",4d125f7c9371cfd90fbeef826343f45905658d82,CaCL: Class-aware Codebook Learning for Weakly Supervised Segmentation on Diffuse Image Patterns,DGM4MICCAI/DALI@MICCAI,2020,0,
M. Chung,acce5b67aad854fb458091cb36cc08bce16207bb,Diffusion Equations for Medical Images,,2020,0,"In brain imaging, the image acquisition and processing processes themselves are likely to introduce noise to the images. It is therefore imperative to reduce the noise while preserving the geometric details of the anatomical structures for various applications. Traditionally Gaussian kernel smoothing has been often used in brain image processing and analysis. However, the direct application of Gaussian kernel smoothing tend to cause various numerical issues in irregular domains with boundaries. For example, if one uses large bandwidth in kernel smoothing in a cortical bounded region, the smoothing will blur signals across boundaries. So in kernel smoothing and regression literature, various ad-hoc procedures were introduce to remedy the boundary effect. Motivated by Perona & Malik (1990), diffusion equations have been widely used in brain imaging as a form of noise reduction. The most natural straightforward way to smooth images in irregular domains with boundaries is to formulate the problem as boundary value problems using partial differential equations. Numerous diffusion-based techniques have been developed in image processing (Sochen et al. 1998, Malladi & Ravve 2002, Tang et al. 1999, Taubin 2000, Andrade et al. 2001, Chung et al. 2001, Chung, Worsley, Robbins, Paus, Taylor, Giedd, Rapoport & Evans 2003, Chung, Robbins & Evans 2005, Chung & Taylor 2004, Cachia, Mangin, Riviére, Papadopoulos-Orfanos, Kherif, Bloch & Régis 2003, Cachia, Mangin, Riviére, Kherif, Boddaert, Andrade, PapadopoulosOrfanos, Poline, Bloch, Zilbovicius, Sonigo, Brunelle & Régis 2003, Joshi et al. 2009). In this paper, we will overview the basics of isotropic diffusion equations and explain how to solve them on regular grids and irregular grids such as graphs."
M. Tamal,0eb60c1268a74e58c02a3291daddb44f9af4692e,Positron Emission Tomography (PET) image enhancement using a gradient vector orientation based nonlinear diffusion filter (GVOF) for accurate quantitation of radioactivity concentration,ArXiv,2020,0,"To accurately quantify in vivo radiotracer uptake using Positron Emission Tomography (PET) is a challenging task due to low signal-to-noise ratio (SNR) and poor spatial resolution of PET camera along with the finite image sampling constraint. Furthermore, inter lesion variations of the SNR and contrast along with the variations in size of the lesion make the quantitation even more difficult. One of the ways to improve the quantitation is via post reconstruction filtering with Gaussian Filter (GF). Edge preserving Bilateral Filter (BF) and Nonlinear Diffusion Filter (NDF) are the alternatives to GF that can improve the SNR without degrading the image resolution. However, the performance of these edge preserving methods are only optimum for high count and low noise cases. A novel parameter free gradient vector orientation based nonlinear diffusion filter (GVOF) is proposed in this paper that is insensitive to statistical fluctuations (e. g., SNR, contrast, size etc.). GVOF method applied on the PET images collected with the NEMA phantom with varying levels of contrast and noise reveals that the GVOF method provides the highest SNR, CNR (contrast-to-noise ratio) and resolution compared to the original and other filtered images. The percentage bias in estimating the maximum activity representing SUVmax (Maximum Standardized Uptake Value) for the spheres with diameter > 2cm where the partial volume effects (PVE) is negligible is the lowest for the GVOF method. The GVOF method also improves the maximum intensity reproducibility. Robustness of the GVOF against variation in sizes, contrast levels and SNR makes it a suitable post filtering method for both accurate diagnosis and response assessment. Furthermore, its capability to provide accurate quantitative measurements irrespective of the SNR, it can also be effective in reduction of radioactivity dose."
"M. Palombo, A. Ianuş, Michele Guerreri, Daniel Nunes, D. Alexander, N. Shemesh, Hui Zhang",d5d6e028938e510acc437b8e73afe11ef1b2681d,SANDI: A compartment-based model for non-invasive apparent soma and neurite imaging by diffusion MRI,NeuroImage,2019,116,
"Haiyi Wu, Wen-Zhen Fang, Q. Kang, W. Tao, Rui Qiao",ccb2dd19d2ebb81933df1cacf9c2c250ed1e34ff,Predicting Effective Diffusivity of Porous Media from Images by Deep Learning,Scientific Reports,2019,82,
"Lizhen Deng, Hu Zhu, Zhen Yang, Yujie Li",c537f6b0bee5fe82d82fc1ad6ebdb188570c239b,Hessian matrix-based fourth-order anisotropic diffusion filter for image denoising,Optics and Laser Technology,2019,32,
"Brian H. Wang, Wei-Lun Chao, Yan Wang, B. Hariharan, Kilian Q. Weinberger, M. Campbell",fbf393b537b87bde29857c34e7bc5f02ed60b32f,LDLS: 3-D Object Segmentation Through Label Diffusion From 2-D Images,IEEE Robotics and Automation Letters,2019,23,"Object segmentation in three-dimensional (3-D) point clouds is a critical task for robots capable of 3-D perception. Despite the impressive performance of deep learning-based approaches on object segmentation in 2-D images, deep learning has not been applied nearly as successfully for 3-D point cloud segmentation. Deep networks generally require large amounts of labeled training data, which are readily available for 2-D images but are difficult to produce for 3-D point clouds. In this letter, we present Label Diffusion Lidar Segmentation (LDLS), a novel approach for 3-D point cloud segmentation, which leverages 2-D segmentation of an RGB image from an aligned camera to avoid the need for training on annotated 3-D data. We obtain 2-D segmentation predictions by applying Mask-RCNN to the RGB image, and then link this image to a 3-D lidar point cloud by building a graph of connections among 3-D points and 2-D pixels. This graph then directs a semi-supervised label diffusion process, where the 2-D pixels act as source nodes that diffuse object label information through the 3-D point cloud, resulting in a complete 3-D point cloud segmentation. We conduct empirical studies on the KITTI benchmark dataset and on a mobile robot, demonstrating wide applicability and superior performance of LDLS compared with the previous state of the art in 3-D point cloud segmentation, without any need for either 3-D training data or fine tuning of the 2-D image segmentation model."
"James M. Murphy, M. Maggioni",698f813d2cb2fbe92e160b76e83bd10583534fdc,Spectral–Spatial Diffusion Geometry for Hyperspectral Image Clustering,IEEE Geoscience and Remote Sensing Letters,2019,20,"An unsupervised learning algorithm to cluster hyperspectral image (HSI) data that leverages spatially regularized random walks is proposed. Markov diffusions are defined on the space of HSI spectra with transitions constrained to near spatial neighbors. The explicit incorporation of spatial regularity into the diffusion construction leads to smoother random processes that are more adapted for unsupervised machine learning than those based on spectra alone. The regularized diffusion process is subsequently used to embed the high-dimensional HSI into a lower-dimensional space through diffusion distances. Cluster modes are computed using kernel density estimation and diffusion distances, and all other points are labeled according to these modes. The proposed method has low computational complexity and performs competitively against state-of-the-art HSI clustering algorithms on real data. In particular, the proposed spatial regularization confers both theoretical and empirical advantages over nonregularized methods."
"S. Bai, Zhichao Zhou, Jingdong Wang, X. Bai, Longin Jan Latecki, Q. Tian",17413380c1f45b5243f875e7c9bcfe1b486d59af,Automatic Ensemble Diffusion for 3D Shape and Image Retrieval,IEEE Transactions on Image Processing,2019,18,"As a post-processing procedure, the diffusion process has demonstrated its ability of substantially improving the performance of various visual retrieval systems. Whereas, great efforts are also devoted to similarity (or metric) fusion, seeing that only one individual type of similarity cannot fully reveal the intrinsic relationship between objects. This stimulates a great research interest of considering similarity fusion in the framework of the diffusion process (i.e., fusion with diffusion) for robust retrieval. In this paper, we first revisit representative methods about fusion with diffusion and provide new insights which are ignored by previous researchers. Then, observing that existing algorithms are susceptible to noisy similarities, the proposed regularized ensemble diffusion (RED) is bundled with an automatic weight learning paradigm, so that the negative impacts of noisy similarities are suppressed. Though formulated as a convex optimization problem, one advantage of RED is that it converts back into the iteration-based solver with the same computational complexity as the conventional diffusion process. At last, we integrate several recently-proposed similarities with the proposed framework. The experimental results suggest that we can achieve new state-of-the-art performances on various retrieval tasks, including 3D shape retrieval on the ModelNet data set, and image retrieval on the Holidays and Ukbench data sets."
"Z. R. Samani, Jacob A. Alappatt, D. Parker, A. A. O. Ismail, R. Verma",b93777b59da3c81689e46d42b5877c27814ea47b,QC-Automator: Deep Learning-Based Automated Quality Control for Diffusion MR Images,Frontiers in Neuroscience,2019,16,"Quality assessment of diffusion MRI (dMRI) data is essential prior to any analysis, so that appropriate pre-processing can be used to improve data quality and ensure that the presence of MRI artifacts do not affect the results of subsequent image analysis. Manual quality assessment of the data is subjective, possibly error-prone, and infeasible, especially considering the growing number of consortium-like studies, underlining the need for automation of the process. In this paper, we have developed a deep-learning-based automated quality control (QC) tool, QC-Automator, for dMRI data, that can handle a variety of artifacts such as motion, multiband interleaving, ghosting, susceptibility, herringbone, and chemical shifts. QC-Automator uses convolutional neural networks along with transfer learning to train the automated artifact detection on a labeled dataset of ∼332,000 slices of dMRI data, from 155 unique subjects and 5 scanners with different dMRI acquisitions, achieving a 98% accuracy in detecting artifacts. The method is fast and paves the way for efficient and effective artifact detection in large datasets. It is also demonstrated to be replicable on other datasets with different acquisition parameters."
"M. Mani, M. Jacob, G. Mckinnon, Baolian Yang, B. Rutt, A. Kerr, V. Magnotta",8087ea15b9ba3d3e0dff2a106ef49d9c37fa2bcf,SMS MUSSELS: A navigator‐free reconstruction for simultaneous multi‐slice‐accelerated multi‐shot diffusion weighted imaging,Magnetic Resonance in Medicine,2019,14,To introduce a novel reconstruction method for simultaneous multi‐slice (SMS)‐accelerated multi‐shot diffusion weighted imaging (ms‐DWI).
"W. Panyarak, T. Chikui, Y. Yamashita, T. Kamitani, K. Yoshiura",17179b43f6f958bca60a9fdb8e4e857c37997141,Image Quality and ADC Assessment in Turbo Spin-Echo and Echo-Planar Diffusion-Weighted MR Imaging of Tumors of the Head and Neck.,Academic Radiology,2019,12,
"H. An, Xiaodong Ma, Ziyi Pan, Hua Guo, E. Lee",2f39c00a1d718b9495b219d836007f223c86da33,Qualitative and quantitative comparison of image quality between single-shot echo-planar and interleaved multi-shot echo-planar diffusion-weighted imaging in female pelvis,European Radiology,2019,10,
James M. Murphy,35ddfdfcc8f780390bed9cc61c0a3a6dfcbb95b0,Spatially regularized active diffusion learning for high-dimensional images,Pattern Recognition Letters,2019,9,
"Federico Magliani, Laura Sani, S. Cagnoni, A. Prati",cd7b7957f90bc0e21d1b29ccd6fe64b4a16a1df4,Genetic Algorithms for the Optimization of Diffusion Parameters in Content-Based Image Retrieval,ACM/IEEE International Conference on Distributed Smart Cameras,2019,9,"Several computer vision and artificial intelligence projects are nowadays exploiting the manifold data distribution using, e.g., the diffusion process. This approach has produced dramatic improvements on the final performance thanks to the application of such algorithms to the kNN graph. Unfortunately, this recent technique needs a manual configuration of several parameters, thus it is not straightforward to find the best configuration for each dataset. Moreover, the brute-force approach is computationally very demanding when used to optimally set the parameters of the diffusion approach. We propose to use genetic algorithms to find the optimal setting of all the diffusion parameters with respect to retrieval performance for each different dataset. Our approach is faster than others used as references (brute-force, random-search and PSO). A comparison with these methods has been made on three public image datasets: Oxford5k, Paris6k and Oxford105k."
"Noel M. Naughton, J. Georgiadis",8abb6c013b45aca78399f8163d2cde0469399f8d,Lattice Boltzmann method for simulation of diffusion magnetic resonance imaging physics in heterogeneous tissue models,ArXiv,2019,9,"We report the first implementation of the Lattice Boltzmann method (LBM) to integrate the Bloch-Torrey equation, which describes the evolution of the transverse magnetization vector and the fate of the signal of diffusion magnetic resonance imaging (dMRI). Motivated by the need to interpret dMRI experiments on skeletal muscle, and to offset the small time step limitation of classical LBM, a hybrid LBM scheme is introduced and implemented to solve the Bloch-Torrey equation in a tissue model consisting of cylindrical inclusions (representing bundles of parallel myocytes), delineated by thin permeable membranes (sarcolemma) and surrounded by an extracellular domain (endomysium). As implemented, the hybrid LBM scheme accommodates piece-wise uniform transport, dMRI parameters, periodic outer boundary conditions, and finite membrane permeabilities on non-boundary-conforming inner boundaries. The geometry is discretized in uniform 2D or 3D lattices by locating the curved cylindrical boundaries halfway between lattice nodes. By comparing with analytical solutions of limiting cases, we demonstrate that the hybrid LBM scheme is more accurate than the classical LBM scheme. The proposed explicit LBM scheme maintains second-order spatial accuracy, stability, and first-order temporal accuracy for a wide range of parameters. The parallel implementation of the hybrid LBM code in a multi-CPU computer system with MPI is straightforward. For a domain decomposition algorithm on one million lattice nodes, the speedup is linear up to 168 MPI processes. While offering certain advantages over finite element or Monte Carlo schemes, the proposed hybrid LBM constitutes a sui generis scheme that can be easily adapted to model more complex interfacial conditions and physics in heterogeneous multiphase tissue models and to accommodate sophisticated dMRI sequences."
"A. Sridharan, Nakita K. Noel, H. Hwang, Soroush Hafezian, B. Rand, St'ephane K'ena-Cohen",1206b93800152c346e5035c112869839182a4157,Time-resolved imaging of non-diffusive carrier transport in long-lifetime halide perovskite thin films.,,2019,9,"Owing to their exceptional semiconducting properties, hybrid inorganic-organic perovskites show great promise as photovoltaic absorbers. In these materials, long-range diffusion of charge carriers allows for most of the photogenerated carriers to contribute to the photovoltaic efficiency. Here, time-resolved photoluminescence (PL) microscopy is used to directly probe ambipolar carrier diffusion and recombination kinetics in hybrid perovskites. This technique is applied to thin films of methylammonium lead tri-iodide MAPbI$_3$ obtained with two different fabrication routes, methylammonium lead tribromide (MAPbBr$_3$), and an alloy of formamidinium lead tri-iodide (FAPbI$_3$) and methylammonium lead bromide FA$_{0.85}$MA$_{0.15}$Pb(I$_{0.85}$Br_${0.15}$)$_3$. Average diffusion coefficients in the films leading to the highest device efficiencies and longest lifetimes, i.e., in FA$_{0.85}$MA$_{0.15}$Pb(I$_{0.85}$Br$_{0.15}$)$_3$ and acetonitrile-processed MAPbI$_3$, are found to be several orders of magnitude lower than in the other films. Further examination of the time-dependence shows strong evidence for non-diffusive transport. In particular, acetonitrile-processed MAPbI$_3$ shows distinct diffusion regimes on short and long timescales with an effective diffusion constant varying over 2 orders of magnitude. Our results also highlight the fact that increases in carrier lifetime in this class of materials are not necessarily concomitant with increased diffusion lengths and that the PL quantum efficiency under solar cell operating conditions is a greater indication of material, and ultimately device, quality."
"Federico Magliani, Kevin McGuinness, Eva Mohedano, A. Prati",82fdd4327384d92df2b20d203c3219c919ac1aa1,An Efficient Approximate kNN Graph Method for Diffusion on Image Retrieval,International Conference on Image Analysis and Processing,2019,6,
"Yifeng Fan, Zhizhen Zhao",5acfbeb4dc2df20e609ed7d6938bcabd5f3062a3,Cryo-Electron Microscopy Image Analysis Using Multi-Frequency Vector Diffusion Maps,ArXiv,2019,6,"Cryo-electron microscopy (EM) single particle reconstruction is an entirely general technique for 3D structure determination of macromolecular complexes. However, because the images are taken at low electron dose, it is extremely hard to visualize the individual particle with low contrast and high noise level. In this paper, we propose a novel approach called multi-frequency vector diffusion maps (MFVDM) to improve the efficiency and accuracy of cryo-EM 2D image classification and denoising. This framework incorporates different irreducible representations of the estimated alignment between similar images. In addition, we propose a graph filtering scheme to denoise the images using the eigenvalues and eigenvectors of the MFVDM matrices. Through both simulated and publicly available real data, we demonstrate that our proposed method is efficient and robust to noise compared with the state-of-the-art cryo-EM 2D class averaging and image restoration algorithms."
"Haifeng Dong, Jing-Ling Chen, Ji-min Li, Chen Liu, Ai-xian Li, Nan Zhao, F. Guo",5b8010d75d2dffa1b64e274c15dc9b6bce399265,Spin image of an atomic vapor cell with a resolution smaller than the diffusion crosstalk free distance,Journal of Applied Physics,2019,5,"The diffusion crosstalk free distance is an important parameter for spin images in atomic vapor cells and is also regarded as a limit on the spatial resolution. However, by modulating the pumping light both spatially and temporally using a digital micromirror device, a spin image of a vapor cell has been obtained with a distinguishable stripe width of 13.7  μm, which is much smaller than the corresponding diffusion crosstalk free distance of ∼138  μm. The fundamental limit on the spatial resolution as determined by diffusion and the uncertainty principle is analyzed.The diffusion crosstalk free distance is an important parameter for spin images in atomic vapor cells and is also regarded as a limit on the spatial resolution. However, by modulating the pumping light both spatially and temporally using a digital micromirror device, a spin image of a vapor cell has been obtained with a distinguishable stripe width of 13.7  μm, which is much smaller than the corresponding diffusion crosstalk free distance of ∼138  μm. The fundamental limit on the spatial resolution as determined by diffusion and the uncertainty principle is analyzed."
"Zhou Lan, B. Reich, J. Guinness, D. Bandyopadhyay, Liangsuo Ma, F. Moeller",cb62b6aafdc989b863501653d1ad5d4d8e2be260,Geostatistical modeling of positive‐definite matrices: An application to diffusion tensor imaging,Biometrics,2019,4,"Geostatistical modeling for continuous point‐referenced data has extensively been applied to neuroimaging because it produces efficient and valid statistical inference. However, diffusion tensor imaging (DTI), a neuroimaging technique characterizing the brain's anatomical structure, produces a positive‐definite (p.d.) matrix for each voxel. Currently, only a few geostatistical models for p.d. matrices have been proposed because introducing spatial dependence among p.d. matrices properly is challenging. In this paper, we use the spatial Wishart process, a spatial stochastic process (random field), where each p.d. matrix‐variate random variable marginally follows a Wishart distribution, and spatial dependence between random matrices is induced by latent Gaussian processes. This process is valid on an uncountable collection of spatial locations and is almost‐surely continuous, leading to a reasonable way of modeling spatial dependence. Motivated by a DTI data set of cocaine users, we propose a spatial matrix‐variate regression model based on the spatial Wishart process. A problematic issue is that the spatial Wishart process has no closed‐form density function. Hence, we propose an approximation method to obtain a feasible Cholesky decomposition model, which we show to be asymptotically equivalent to the spatial Wishart process model. A local likelihood approximation method is also applied to achieve fast computation. The simulation studies and real data application demonstrate that the Cholesky decomposition process model produces reliable inference and improved performance, compared to other methods."
"Zhou Lan, B. Reich, D. Bandyopadhyay",48dd02f684de882e0cabd611d72f0c0190f8789b,A spatial Bayesian semiparametric mixture model for positive definite matrices with applications in diffusion tensor imaging,Canadian journal of statistics,2019,4,"Studies on diffusion tensor imaging (DTI) quantify the diffusion of water molecules in a brain voxel using an estimated 3 × 3 symmetric positive definite (p.d.) diffusion tensor matrix. Due to the challenges associated with modelling matrix‐variate responses, the voxel‐level DTI data are usually summarized by univariate quantities, such as fractional anisotropy. This approach leads to evident loss of information. Furthermore, DTI analyses often ignore the spatial association among neighbouring voxels, leading to imprecise estimates. Although the spatial modelling literature is rich, modelling spatially dependent p.d. matrices is challenging. To mitigate these issues, we propose a matrix‐variate Bayesian semiparametric mixture model, where the p.d. matrices are distributed as a mixture of inverse Wishart distributions, with the spatial dependence captured by a Markov model for the mixture component labels. Related Bayesian computing is facilitated by conjugacy results and use of the double Metropolis–Hastings algorithm. Our simulation study shows that the proposed method is more powerful than competing non‐spatial methods. We also apply our method to investigate the effect of cocaine use on brain microstructure. By extending spatial statistics to matrix‐variate data, we contribute to providing a novel and computationally tractable inferential tool for DTI analysis."
"S. Alotaibi, W. Smith",7f1ea86df8d7e6af8df8c0003d3388b5f733832e,Decomposing Multispectral Face Images into Diffuse and Specular Shading and Biophysical Parameters,International Conference on Information Photonics,2019,4,We propose a novel biophysical and dichromatic reflectance model that efficiently characterises spectral skin reflectance. We show how to fit the model to multispectral face images enabling high quality estimation of diffuse and specular shading as well as biophysical parameter maps (melanin and haemoglobin). Our method works from a single image without requiring complex controlled lighting setups yet provides quantitatively accurate reconstructions and qualitatively convincing decomposition and editing.
J. C. Mihos,21bb2972184c13cf722015f22ab0b89a7cd62089,Deep Imaging of Diffuse Light Around Galaxies and Clusters: Progress and Challenges,,2019,3,"Over the past several decades, advances in telescope/detector technologies and deep imaging techniques have pushed surface brightness limits to ever fainter levels. We can now both detect and measure the diffuse, extended star light that surrounds galaxies and permeates galaxy clusters, enabling the study of galaxy halos, tidal streams, diffuse galaxy populations, and the assembly history of galaxies and galaxy clusters. With successes come new challenges, however, and pushing even deeper will require careful attention to systematic sources of error. In this review I highlight recent advances in the study of diffuse starlight in galaxies, and discuss challenges faced by the next generation of deep imaging campaigns."
"Subi Jain, Sudeb Majee, R. K. Ray, A. Majee",1218b78dee185e2cbe0a3d4d9511deaa9b0b517e,Analysis and Simulation of a Coupled Diffusion based Image Denoising Model,ArXiv,2019,3,"In this study, a new coupled Partial Differential Equation (CPDE) based image denoising model incorporating space-time regularization into non-linear diffusion is proposed. This proposed model is fitted with additive Gaussian noise which performs efficient image smoothing along with the preservation of edges and fine structures. For this purpose, we propose a new functional minimization framework to remove the image noise, which results in solving a system of three partial differential equations (PDEs). Our proposed model is dissimilar from the existing CPDE models as it includes two additional evolution equations to handle edge strength function and data fidelity term. These two evolution equations control the smoothing process and force the resultant denoised solution to be close to the initial solution. To the best of our knowledge, the proposed model is the only work, which deciphers the combined effect of both the terms using separate PDEs. Furthermore, we establish the existence and uniqueness of a weak solution of the proposed system using the time discretization method with $H^1$ initial data. Finally, we used a generalized weighted average finite difference scheme to efficiently solve the coupled system and experiment results show the effectiveness of the proposed CPDE model."
"Zhiri Tang, Yanhua Chen, Ruihan Hu, R. Zhu, Hao Wang, Jin He, Q. Huang, Sheng Chang",06b9d29c762ac5436b3024911e0576be6bea6b06,Fully Memristive Neural Network Merging Image Preprocessing and Pattern Recognition,ArXiv,2019,3,"With the development of research on novel memristor model and device, fully memristive neural networks have become a hot research topic recently. However, some other devices besides memristors are still needed in state-of-the-art works about fully memristive neural networks. In this paper, a novel kind of fully memristive neural network is introduced, in which diffusion and drift memristor models are applied to construct neural network for both image preprocessing and pattern recognition, respectively. Specifically, the entire network consists of two diffusion memristive cellular layers and one drift memristive feedforward layer. Experimental results show that a good recognition accuracy of noisy MNIST is obtained due to the fusion of image preprocessing and pattern recognition. Moreover, owing to high-efficiency in-memory computing and brief spiking encoding methods, high processing speed and few hardware resources of the entire network are achieved."
"M. Mani, H. Aggarwal, V. Magnotta, M. Jacob",531fe7e458065b6f5fd0d4524c0ca64e63790307,Improved Reconstruction for high-resolution Multi-shot Diffusion Weighted Imaging.,,2019,2,"Purpose: To introduce a fast and improved direct reconstruction method for multi-shot diffusion weighted (msDW) scans for high-resolution studies. 
Methods:Multi-shot EPI methods can enable higher spatial resolution for diffusion MRI studies. Traditionally, such acquisitions required specialized reconstructions involving phase compensation to correct for inter-shot motion artifacts. The recently proposed MUSSELS reconstruction belongs to a new class of parallel imaging-based methods that recover artifact-free DWIs from msDW data without needing phase compensation. However, computational demands of the MUSSELS reconstruction scales as the matrix size and the number of shots increases, which hinders its practical utility for high-resolution applications. In this work, we propose a computationally efficient formulation using iterative reweighted least squares (IRLS) method. The new formulation is not only fast but it enables to accommodate additional priors such as conjugate symmetry property of the k-space data to improve the reconstruction. Using whole-brain in-vivo data, we show the utility of the new formulation for routine high-resolution studies with minimal computational burden. 
Results: The IRLS formulation provides about six times faster reconstruction for matrix sizes 192x192 and 256x256, compared to the original implementations. The reconstruction quality is improved by the addition of conjugate symmetry priors that reduce blurring and preserves the high-resolution details from partial Fourier acquisitions. 
Conclusion: The proposed method is shown to be computationally efficient to enable routine high-resolution studies. The computational complexity matches the traditional msDWI reconstruction methods and provides improved reconstruction results."
